CONVOCATORIA,SEMESTRE DE CONVOCATORIA,BENEFICIO OTORGADO,DEPARTAMENTO DE NACIMIENTO,MUNICIPIO DE NACIMIENTO,FECHA DE NACIMIENTO,GÉNERO,SUBREGIÓN DE RESIDENCIA,MUNICIPIO DE RESIDENCIA,ESTRATO,GRUPO ETNICO,VICTIMA DEL CONFLICTO ARMADO,UNIVERSIDAD,PROGRAMA CURSADO,MUNICIPIO OFERTA,TIPO DE FORMACIÓN,GRADUADO
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SAN JOSE DE LA MONTAÑA,11/05/1988 12:00:00 AM,FEMENINO,NORTE,SAN JOSE DE LA MONTAÑA,ESTRATO 2,NINGUNO,1,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC,SANTA ROSA DE OSOS,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,NECHI,12/08/1987 12:00:00 AM,FEMENINO,BAJO CAUCA,NECHI,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ANTROPOLOGIA,CAUCASIA,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,EL BAGRE,05/06/1989 12:00:00 AM,FEMENINO,BAJO CAUCA,EL BAGRE,ESTRATO 1,NINGUNO,0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,EL BAGRE,07/06/1992 12:00:00 AM,FEMENINO,BAJO CAUCA,EL BAGRE,ESTRATO 1,NINGUNO,1,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,05/01/1988 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,MATEMATICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,09/25/1989 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,Estrato 3,NINGUNO,0,UNIVERSIDAD CATOLICA DE ORIENTE,ZOOTECNIA,RIONEGRO,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ARGELIA,08/19/1974 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ENVIGADO,04/16/1997 12:00:00 AM,FEMENINO,VALLE DE ABURRA,ENVIGADO,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA CIVIL,MEDELLIN,UNIVERSITARIA,0
2014,2,MATRÍCULA,ANTIOQUIA,JERICO,01/05/1996 12:00:00 AM,MASCULINO,SUROESTE,JERICO,ESTRATO 2,NINGUNO,0,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR DE JERICO,CICLO COMPLEMENTARIO,JERICO,NORMALISTA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,09/25/1996 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,05/09/1997 12:00:00 AM,FEMENINO,ORIENTE,GUARNE,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,LIC. ARTES PLASTICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,11/20/1988 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 3,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA AGROPECUARIA,LA PINTADA,TECNOLOGICA,0
2014,2,SOSTENIMIENTO,ANTIOQUIA,SAN CARLOS,12/02/1992 12:00:00 AM,FEMENINO,MAGDALENA MEDIO,PUERTO BERRIO,ESTRATO 1,NINGUNO,0,SENA,TECNOLOGIA EN GESTION DE RECURSOS NATURALES,PUERTO BERRIO,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,08/14/1988 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,LIBORINA,12/28/1991 12:00:00 AM,MASCULINO,OCCIDENTE,LIBORINA,ESTRATO 2,NINGUNO,0,TECOC,TECNOLOGIA EN GESTION AGROPECUARIA,SANTAFE DE ANTIOQUIA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,FRONTINO,08/18/1996 12:00:00 AM,MASCULINO,OCCIDENTE,FRONTINO,ESTRATO 2,NINGUNO,0,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN MECANICA AUTOMOTRIZ,CAÑASGORDAS,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,07/23/1996 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 3,NINGUNO,1,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,1
2014,2,MATRÍCULA,ANTIOQUIA,SEGOVIA,08/23/1995 12:00:00 AM,MASCULINO,SUROESTE,SALGAR,ESTRATO 1,NINGUNO,1,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR SAGRADA FAMILIA,CICLO COMPLEMENTARIO,URRAO,NORMALISTA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,LIBORINA,11/10/1984 12:00:00 AM,MASCULINO,OCCIDENTE,LIBORINA,ESTRATO 2,NINGUNO,0,TECOC,TECNOLOGIA EN GESTION AGROPECUARIA,SANTAFE DE ANTIOQUIA,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CIUDAD BOLIVAR,06/16/1993 12:00:00 AM,MASCULINO,SUROESTE,BETANIA,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,ANDES,UNIVERSITARIA,1
2014,2,SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,11/15/1994 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 2,INDIGENA,0,SENA,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,CAUCASIA,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MARINILLA,09/27/1993 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 2,NINGUNO,0,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,02/04/1994 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN ARTESANIAS,EL CARMEN DE VIBORAL,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,08/11/1995 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 2,AFROCOLOMBIANO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,1
2014,2,SOSTENIMIENTO,RISARALDA,PEREIRA,08/25/1992 12:00:00 AM,FEMENINO,MAGDALENA MEDIO,PUERTO BERRIO,ESTRATO 2,NINGUNO,1,SENA,TECNOLOGIA EN GESTION DE RECURSOS NATURALES,PUERTO BERRIO,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,06/29/1997 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,12/07/1996 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,0,UNIVERSIDAD CATOLICA DE ORIENTE,COMUNICACION SOCIAL,RIONEGRO,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,07/06/1986 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA AGROPECUARIA,LA PINTADA,TECNOLOGICA,0
2014,2,SOSTENIMIENTO,ANTIOQUIA,EL SANTUARIO,07/04/1993 12:00:00 AM,MASCULINO,ORIENTE,SAN CARLOS,ESTRATO 2,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,MEDICINA VETERINARIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SAN VICENTE,02/27/1995 12:00:00 AM,FEMENINO,ORIENTE,GUARNE,ESTRATO 2,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,LIC. ARTES PLASTICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,1
2014,2,MATRÍCULA,ANTIOQUIA,YARUMAL,09/19/1996 12:00:00 AM,FEMENINO,NORTE,SANTA ROSA DE OSOS,ESTRATO 2,NINGUNO,0,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR PEDRO JUSTO BERRIO,CICLO COMPLEMENTARIO,SANTA ROSA DE OSOS,NORMALISTA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,03/11/1997 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,LIBORINA,01/24/1997 12:00:00 AM,FEMENINO,OCCIDENTE,LIBORINA,ESTRATO 2,NINGUNO,0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC,SANTA ROSA DE OSOS,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,06/13/1993 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,RIONEGRO,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,08/12/1995 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,LIC. EN LENGUAS EXTRANJERAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,2,MATRÍCULA,ANTIOQUIA,AMALFI,10/22/1995 12:00:00 AM,FEMENINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,AMALFI,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,11/15/1994 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA AGROPECUARIA,LA PINTADA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,02/13/1993 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN GESTION DE SERVICIOS DE SALUD,SONSON,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,PUERTO TRIUNFO,05/28/1995 12:00:00 AM,FEMENINO,MAGDALENA MEDIO,PUERTO TRIUNFO,ESTRATO 1,AFROCOLOMBIANO,0,COREDI,TECNICA PROFESIONAL EN PROCESOS RURALES EMPRESARIALES,MARINILLA,TECNICA PROFESIONAL,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,05/29/1993 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ARTES PLASTICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ARGELIA,01/31/1984 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 2,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,11/18/1993 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,LIC. EN MATEMATICAS Y FISICA,TURBO,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,08/02/1990 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 2,NINGUNO,1,COREDI,TECNICA PROFESIONAL EN PROCESOS RURALES EMPRESARIALES,MARINILLA,TECNICA PROFESIONAL,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,07/04/1995 12:00:00 AM,MASCULINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,CAUCASIA,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,03/25/1996 12:00:00 AM,MASCULINO,SUROESTE,SANTA BARBARA,ESTRATO 1,NINGUNO,0,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MARINILLA,12/07/1995 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,MEDICINA VETERINARIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,YOLOMBO,12/25/1983 12:00:00 AM,FEMENINO,NORDESTE,YALI,ESTRATO 1,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,YOLOMBO,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,GUADALUPE,04/22/1992 12:00:00 AM,MASCULINO,NORTE,GUADALUPE,ESTRATO 2,NINGUNO,0,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,03/14/1991 12:00:00 AM,FEMENINO,SUROESTE,TAMESIS,ESTRATO 1,NINGUNO,0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC,SANTA ROSA DE OSOS,TECNOLOGICA,0
2014,2,SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,12/15/1995 12:00:00 AM,MASCULINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,0,SENA,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,CAUCASIA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,AMALFI,11/23/1993 12:00:00 AM,MASCULINO,NORDESTE,AMALFI,ESTRATO 2,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,AMALFI,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,06/13/1997 12:00:00 AM,FEMENINO,SUROESTE,SANTA BARBARA,ESTRATO 2,NINGUNO,0,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,COCORNA,09/07/1975 12:00:00 AM,FEMENINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,SONSON,UNIVERSITARIA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,03/08/1995 12:00:00 AM,FEMENINO,ORIENTE,COCORNA,Estrato 2,NINGUNO,1,UNIVERSIDAD CATOLICA DE ORIENTE,COMUNICACION SOCIAL,RIONEGRO,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SANTA BARBARA,07/12/1994 12:00:00 AM,MASCULINO,SUROESTE,SANTA BARBARA,ESTRATO 2,NINGUNO,0,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SAN RAFAEL,06/20/1990 12:00:00 AM,MASCULINO,ORIENTE,SAN RAFAEL,ESTRATO 1,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,09/07/1995 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,URRAO,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,08/04/1996 12:00:00 AM,FEMENINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,0,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,02/19/1995 12:00:00 AM,FEMENINO,NORDESTE,ANORI,ESTRATO 1,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,10/29/1993 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,0,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA DE SISTEMAS,RIONEGRO,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,BOLIVAR,PINILLOS,03/18/1994 12:00:00 AM,FEMENINO,BAJO CAUCA,NECHI,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,CAUCASIA,TECNOLOGICA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,EL BAGRE,02/04/1992 12:00:00 AM,FEMENINO,BAJO CAUCA,EL BAGRE,ESTRATO 1,AFROCOLOMBIANO,1,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,06/07/1992 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,Estrato 2,NINGUNO,1,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,0
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SAN RAFAEL,04/29/1994 12:00:00 AM,FEMENINO,ORIENTE,SAN RAFAEL,ESTRATO 1,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SAN RAFAEL,10/23/1995 12:00:00 AM,FEMENINO,ORIENTE,SAN RAFAEL,ESTRATO 2,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ANORI,12/05/1992 12:00:00 AM,FEMENINO,NORDESTE,ANORI,ESTRATO 2,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,11/05/1982 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,APARTADO,TECNOLOGICA,1
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MUTATA,03/22/1997 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION PÚBLICA,APARTADO,TECNOLOGICA,1
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,05/04/1992 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION PÚBLICA,APARTADO,TECNOLOGICA,0
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,12/25/1990 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,APARTADO,TECNOLOGICA,1
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,09/25/1989 12:00:00 AM,FEMENINO,URABA,CAREPA,ESTRATO 1,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNICO PROFESIONAL EN SOP. DE SISTEMAS DE INFORMACION,APARTADO,TECNICA PROFESIONAL,0
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,07/21/1987 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 2,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION PÚBLICA,APARTADO,TECNOLOGICA,0
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,09/21/1995 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,APARTADO,TECNOLOGICA,0
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SAN PEDRO DE URABA,04/24/1988 12:00:00 AM,FEMENINO,NORTE,SAN PEDRO,ESTRATO 2,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,APARTADO,TECNOLOGICA,1
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,NECOCLI,04/18/1998 12:00:00 AM,MASCULINO,URABA,NECOCLI,ESTRATO 1,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN LOGISTICA INTEGRAL,APARTADO,TECNOLOGICA,0
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,05/26/1990 12:00:00 AM,MASCULINO,URABA,TURBO,ESTRATO 1,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,APARTADO,TECNOLOGICA,1
2015,2,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,01/18/1992 12:00:00 AM,MASCULINO,URABA,CAREPA,ESTRATO 2,NINGUNO,1,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,APARTADO,TECNOLOGICA,1
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,PEQUE,01/29/1998 12:00:00 AM,FEMENINO,OCCIDENTE,PEQUE,ESTRATO 1,NINGUNO,1,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,PSICOLOGIA,SANTA ROSA DE OSOS,UNIVERSITARIA,1
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ZARAGOZA,10/01/1993 12:00:00 AM,MASCULINO,BAJO CAUCA,ZARAGOZA,ESTRATO 1,AFROCOLOMBIANO,0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,PSICOLOGIA,SANTA ROSA DE OSOS,UNIVERSITARIA,0
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ENTRERRIOS,01/22/1999 12:00:00 AM,FEMENINO,NORTE,ENTRERRIOS,ESTRATO 2,NINGUNO,0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,COMUNICACION SOCIAL,SANTA ROSA DE OSOS,UNIVERSITARIA,1
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,LIBORINA,07/06/1989 12:00:00 AM,MASCULINO,OCCIDENTE,LIBORINA,ESTRATO 1,NINGUNO,0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,COMUNICACION SOCIAL,SANTA ROSA DE OSOS,UNIVERSITARIA,1
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SOPETRAN,01/18/1999 12:00:00 AM,FEMENINO,OCCIDENTE,SOPETRAN,ESTRATO 1,NINGUNO,0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,COMUNICACION SOCIAL,SANTA ROSA DE OSOS,UNIVERSITARIA,0
