CONVOCATORIA,SEMESTRE DE CONVOCATORIA,BENEFICIO OTORGADO,DEPARTAMENTO DE NACIMIENTO,MUNICIPIO DE NACIMIENTO,FECHA DE NACIMIENTO,GÉNERO,SUBREGIÓN DE RESIDENCIA,MUNICIPIO DE RESIDENCIA,ESTRATO,GRUPO ETNICO,VICTIMA DEL CONFLICTO ARMADO,UNIVERSIDAD,PROGRAMA CURSADO,MUNICIPIO OFERTA,TIPO DE FORMACIÓN,GRADUADO
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,09/28/1996 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,0,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RETIRO,12/04/1993 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,BIOLOGIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,1,MATRÍCULA,ANTIOQUIA,MARINILLA,03/07/1988 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,0,ESCUELA NORMAL SUPERIOR RAFAEL MARIA GIRALDO,CICLO COMPLEMENTARIO,MARINILLA,NORMALISTA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TARSO,12/07/1985 12:00:00 AM,FEMENINO,SUROESTE,TARSO,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA DE ALIMENTOS,ANDES,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,08/25/1993 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA,ANTIOQUIA,CAUCASIA,07/14/1995 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,MATEMATICAS,CAUCASIA,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SONSON,11/05/1992 12:00:00 AM,MASCULINO,ORIENTE,SONSON,ESTRATO 1,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAMPAMENTO,05/06/1986 12:00:00 AM,FEMENINO,NORTE,CAMPAMENTO,ESTRATO 1,NINGUNO,0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,LA UNION,03/24/1993 12:00:00 AM,MASCULINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,10/08/1990 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ARTES PLASTICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,04/27/1997 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,OCEANOGRAFIA,TURBO,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,08/25/1996 12:00:00 AM,MASCULINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,MATEMATICAS,CAUCASIA,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,10/08/1996 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN ENTRENAMIENTO DEPORTIVO,RIONEGRO,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MARINILLA,04/19/1997 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,0,UNIVERSIDAD CATOLICA DE ORIENTE,ENFERMERIA,RIONEGRO,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,LA UNION,06/24/1991 12:00:00 AM,MASCULINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,EL CARMEN DE VIBORAL,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,PUEBLORRICO,12/28/1986 12:00:00 AM,MASCULINO,SUROESTE,PUEBLORRICO,ESTRATO 1,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,JERICO,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SAN LUIS,12/15/1996 12:00:00 AM,FEMENINO,ORIENTE,SAN LUIS,ESTRATO 2,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ABEJORRAL,05/31/1979 12:00:00 AM,FEMENINO,ORIENTE,ABEJORRAL,ESTRATO 1,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ENVIGADO,12/08/1993 12:00:00 AM,FEMENINO,ORIENTE,MARINILLA,ESTRATO 3,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,"LIC. EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA",EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,1,MATRÍCULA,ANTIOQUIA,CAUCASIA,07/15/1992 12:00:00 AM,MASCULINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,CAUCASIA,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,12/16/1994 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,ARTES PLASTICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ITAGUI,05/01/1995 12:00:00 AM,MASCULINO,SUROESTE,ANDES,ESTRATO 2,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,LA PINTADA,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,12/31/1996 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,CAUCASIA,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CIUDAD BOLIVAR,03/08/1995 12:00:00 AM,FEMENINO,SUROESTE,CIUDAD BOLIVAR,ESTRATO 3,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,ANDES,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ALEJANDRIA,04/14/1995 12:00:00 AM,FEMENINO,ORIENTE,ALEJANDRIA,ESTRATO 1,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,GOMEZ PLATA,10/24/1993 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,COCORNA,02/02/1993 12:00:00 AM,FEMENINO,ORIENTE,COCORNA,ESTRATO 2,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,08/13/1985 12:00:00 AM,FEMENINO,SUROESTE,ANDES,ESTRATO 2,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,ANDES,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,11/24/1997 12:00:00 AM,FEMENINO,ORIENTE,LA UNION,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,CONTADURIA PUBLICA,EL CARMEN DE VIBORAL,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,08/22/1994 12:00:00 AM,FEMENINO,ORIENTE,LA CEJA,ESTRATO 2,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,CONTADURIA PUBLICA,RIONEGRO,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TAMESIS,01/01/1994 12:00:00 AM,FEMENINO,ORIENTE,RETIRO,ESTRATO 2,NINGUNO,0,UNIVERSIDAD CATOLICA DE ORIENTE,COMERCIO EXTERIOR,RIONEGRO,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,BETANIA,07/23/1996 12:00:00 AM,FEMENINO,SUROESTE,BETANIA,ESTRATO 2,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,ANDES,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,BETANIA,02/04/1997 12:00:00 AM,FEMENINO,SUROESTE,BETANIA,ESTRATO 2,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,LA PINTADA,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ITAGUI,01/23/1998 12:00:00 AM,MASCULINO,VALLE DE ABURRA,CALDAS,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,MATEMATICAS,MEDELLIN,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,LIBORINA,02/04/1994 12:00:00 AM,MASCULINO,OCCIDENTE,LIBORINA,ESTRATO 1,NINGUNO,0,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN SISTEMAS MECATRONICOS,LIBORINA,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,04/13/1995 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,REMEDIOS,08/16/1996 12:00:00 AM,FEMENINO,NORDESTE,REMEDIOS,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,SEGOVIA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,URRAO,07/28/1995 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,URRAO,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,05/06/1971 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,01/25/1993 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,0,UNIVERSIDAD CATOLICA DE ORIENTE,INGENIERIA INDUSTRIAL,RIONEGRO,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,10/04/1996 12:00:00 AM,MASCULINO,ORIENTE,ALEJANDRIA,ESTRATO 1,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,11/06/1996 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA OCEANOGRAFICA,TURBO,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,OLAYA,08/04/1994 12:00:00 AM,FEMENINO,OCCIDENTE,LIBORINA,ESTRATO 1,NINGUNO,1,INSTITUCION UNIVERSITARIA PASCUAL BRAVO,TECNOLOGIA EN SISTEMAS MECATRONICOS,LIBORINA,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,08/01/1996 12:00:00 AM,MASCULINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,MATEMATICAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,12/02/1994 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,LIC. EN EDUCACION PREESCOLAR,TURBO,UNIVERSITARIA,0
2014,1,MATRÍCULA,ANTIOQUIA,CAUCASIA,11/17/1994 12:00:00 AM,MASCULINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,CAUCASIA,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,02/03/1996 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,TURBO,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,01/05/1995 12:00:00 AM,FEMENINO,SUROESTE,URRAO,ESTRATO 1,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,URRAO,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SAN FRANCISCO,08/04/1983 12:00:00 AM,MASCULINO,ORIENTE,SAN FRANCISCO,ESTRATO 2,NINGUNO,1,COREDI,TECNOLOGIA EN PRODUCCION AGROECOLOGICA,MARINILLA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,03/01/1996 12:00:00 AM,FEMENINO,SUROESTE,ANDES,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,ANDES,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,05/06/1994 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 3,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,"LIC. EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES, LENGUA CASTELLANA",EL CARMEN DE VIBORAL,UNIVERSITARIA,1
2014,1,MATRÍCULA,ANTIOQUIA,BELLO,03/12/1994 12:00:00 AM,MASCULINO,VALLE DE ABURRA,COPACABANA,ESTRATO 2,NINGUNO,0,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,CICLO COMPLEMENTARIO,COPACABANA,NORMALISTA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,11/22/1995 12:00:00 AM,FEMENINO,SUROESTE,BETANIA,ESTRATO 2,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,ANDES,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,08/09/1994 12:00:00 AM,FEMENINO,BAJO CAUCA,CAUCASIA,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,LIC. EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL,CAUCASIA,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,06/02/1993 12:00:00 AM,FEMENINO,SUROESTE,ANDES,ESTRATO 2,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,LA PINTADA,UNIVERSITARIA,1
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,BELLO,05/08/1999 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA BIOQUIMICA,CAREPA,UNIVERSITARIA,0
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,11/07/1998 12:00:00 AM,FEMENINO,URABA,CAREPA,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,CONTADURIA PUBLICA,APARTADO,UNIVERSITARIA,1
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAREPA,12/12/1999 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA BIOQUIMICA,CAREPA,UNIVERSITARIA,0
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,08/18/1997 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 2,AFROCOLOMBIANO,1,UNIVERSIDAD DE ANTIOQUIA,DERECHO,CAREPA,UNIVERSITARIA,0
2016,1,SOSTENIMIENTO,ANTIOQUIA,CHIGORODO,01/06/1999 12:00:00 AM,FEMENINO,URABA,CHIGORODO,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA BIOQUIMICA,CAREPA,UNIVERSITARIA,1
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,04/18/2000 12:00:00 AM,MASCULINO,NORTE,SAN PEDRO,ESTRATO 1,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROINDUSTRIAL,CAREPA,UNIVERSITARIA,0
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,NECOCLI,12/03/1987 12:00:00 AM,FEMENINO,URABA,NECOCLI,ESTRATO 2,AFROCOLOMBIANO,0,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA BIOQUIMICA,CAREPA,UNIVERSITARIA,0
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,NECOCLI,12/25/1996 12:00:00 AM,FEMENINO,URABA,APARTADO,ESTRATO 1,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,CONTADURIA PUBLICA,APARTADO,UNIVERSITARIA,1
2016,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SAN PEDRO DE URABA,03/31/1999 12:00:00 AM,FEMENINO,URABA,SAN PEDRO DE URABA,ESTRATO 1,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,SOCIOLOGIA,APARTADO,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,08/22/1989 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN GESTION INDUSTRIAL,RIONEGRO,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,08/06/1995 12:00:00 AM,FEMENINO,SUROESTE,ANDES,ESTRATO 1,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,LA PINTADA,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TURBO,12/03/1994 12:00:00 AM,FEMENINO,URABA,TURBO,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SISTEMAS DE INFORMACION EN SALUD,TURBO,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ANDES,12/23/1986 12:00:00 AM,FEMENINO,SUROESTE,ANDES,ESTRATO 2,NINGUNO,0,TECNOLOGICO DE ANTIOQUIA,TECNOLOGIA AGROAMBIENTAL,ANDES,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,GUARNE,12/15/1994 12:00:00 AM,FEMENINO,ORIENTE,GUARNE,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,CONTADURIA PUBLICA,EL CARMEN DE VIBORAL,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,10/10/1974 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 3,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,CONTADURIA PUBLICA,RIONEGRO,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,ITAGUI,03/17/1994 12:00:00 AM,MASCULINO,VALLE DE ABURRA,ITAGUI,ESTRATO 2,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,PROFESIONAL EN DEPORTE,MEDELLIN,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,06/01/1994 12:00:00 AM,MASCULINO,ORIENTE,MARINILLA,ESTRATO 2,NINGUNO,0,UNIVERSIDAD CATOLICA DE ORIENTE,LIC. EN LENGUAS EXTRANJERAS,RIONEGRO,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,RIONEGRO,12/01/1989 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,ADMINISTRACION DE EMPRESAS,EL CARMEN DE VIBORAL,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,SEGOVIA,09/15/1995 12:00:00 AM,FEMENINO,NORDESTE,SEGOVIA,ESTRATO 1,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,SEGOVIA,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,LA UNION,12/09/1996 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA AGROPECUARIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,SUCRE,SAMPUES,07/02/1976 12:00:00 AM,MASCULINO,BAJO CAUCA,EL BAGRE,ESTRATO 1,NINGUNO,1,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE PLANTACIONES FORESTALES,SANTA ROSA DE OSOS,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,EL SANTUARIO,06/14/1996 12:00:00 AM,FEMENINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,CONTADURIA PUBLICA,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,APARTADO,02/14/1997 12:00:00 AM,MASCULINO,URABA,TURBO,ESTRATO 1,NINGUNO,1,UNIVERSIDAD DE ANTIOQUIA,INGENIERIA OCEANOGRAFICA,TURBO,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,EL CARMEN DE VIBORAL,06/24/1996 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,TECNOLOGIA EN SANEAMIENTO AMBIENTAL,EL CARMEN DE VIBORAL,TECNOLOGICA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAUCASIA,11/21/1996 12:00:00 AM,MASCULINO,URABA,CHIGORODO,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,OCEANOGRAFIA,TURBO,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,TARSO,12/24/1988 12:00:00 AM,FEMENINO,SUROESTE,TARSO,ESTRATO 2,NINGUNO,1,TECNOLOGICO DE ANTIOQUIA,INGENIERIA AMBIENTAL,LA PINTADA,UNIVERSITARIA,1
2014,1,MATRÍCULA Y SOSTENIMIENTO,TOLIMA,IBAGUE,11/30/1995 12:00:00 AM,MASCULINO,ORIENTE,EL CARMEN DE VIBORAL,ESTRATO 2,NINGUNO,0,UNIVERSIDAD DE ANTIOQUIA,BIOLOGIA,EL CARMEN DE VIBORAL,UNIVERSITARIA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,CAMPAMENTO,04/30/1993 12:00:00 AM,FEMENINO,NORTE,CAMPAMENTO,ESTRATO 2,NINGUNO,0,FUNDACION UNIVERSITARIA CATOLICA DEL NORTE,TECNOLOGIA EN GESTION DE CALIDAD EN ALIANZA CON EL ICONTEC,SANTA ROSA DE OSOS,TECNOLOGICA,0
2014,1,MATRÍCULA Y SOSTENIMIENTO,ANTIOQUIA,MEDELLIN,05/11/1997 12:00:00 AM,FEMENINO,ORIENTE,RIONEGRO,ESTRATO 2,NINGUNO,0,POLITECNICO COLOMBIANO JAIME ISAZA CADAVID,TECNOLOGIA EN PRODUCCION AGROPECUARIA,RIONEGRO,TECNOLOGICA,1
